address,city,company_name,contact_name,employee,fax_number,gender,major_division_description,phone,state,sales,sic_2_code_description,sic_4_code,category,title,url,mon_from,mon_to,tue_from,tue_to,wed_from,wed_to,thu_from,thu_to,fri_from,fri_to,sat_from,sat_to,sun_from,sun_to,zip_code,longitude,latitude,gmaps,mon_closed,tue_closed,wed_closed,thu_closed,fri_closed,sat_closed,sun_closed,status,created_at,updated_at
2270-2nd Avenue,Whitehorse,Loblaws,,,,,,867-456-6640,YT,,,,Grocery,,http://www.loblaws.ca/en_CA.html,7:00 AM,10:00 PM,7:00 AM,10:00 PM,7:00 AM,10:00 PM,7:00 AM,9:00 PM,7:00 AM,10:00 PM,7:00 AM,10:00 PM,7:00 AM,10:00 PM,,-135.064,60.7283,,,,,,,,,,2013-10-31 00:18:28 +0530,2013-10-31 00:18:28 +0530
5-303 Ogilvie St.,Whitehorse,Loblaws,,,,,,867-667-6251,YT,,,,Grocery,,http://www.loblaws.ca/en_CA.html,8:00 AM,7:00 PM,8:00 AM,7:00 PM,8:00 AM,7:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,7:00 PM,8:00 AM,6:00 PM,,-135.06,60.7246,,,,,,,,,,2013-10-31 00:18:36 +0530,2013-10-31 00:18:36 +0530
250 Old Airport Road,Yellowknife,Loblaws,,,,,,867-766-3195,NT,,,,Grocery,,http://www.loblaws.ca/en_CA.html,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,,-114.406,62.4465,,,,,,,,,,2013-10-31 00:18:43 +0530,2013-10-31 00:18:43 +0530
411 Confederation Dr,Saskatoon,Loblaws,,,,,,306-683-5634,SK,,,,Grocery,,http://www.loblaws.ca/en_CA.html,6:00 AM,11:00 PM,6:00 AM,11:00 PM,6:00 AM,11:00 PM,6:00 AM,11:00 PM,6:00 AM,11:00 PM,6:00 AM,11:00 PM,6:00 AM,11:00 PM,,-106.725,52.132,,,,,,,,,,2013-10-31 00:18:51 +0530,2013-10-31 00:18:51 +0530
2901-8th Street East,Saskatoon,Loblaws,,,,,,306-956-1601,SK,,,,Grocery,,http://www.loblaws.ca/en_CA.html,6:00 AM,11:00 PM,6:00 AM,11:00 PM,6:00 AM,11:00 PM,6:00 AM,11:00 PM,6:00 AM,11:00 PM,6:00 AM,11:00 PM,6:00 AM,11:00 PM,,-106.612,52.1158,,,,,,,,,,2013-10-31 00:18:58 +0530,2013-10-31 00:18:58 +0530
10505 Southport Road SW,Calgary,Loblaws,,,,,,403-225-6223,AB,,,,Grocery,,http://www.loblaws.ca/en_CA.html,6:00 AM,11:00 PM,6:00 AM,11:00 PM,6:00 AM,11:00 PM,6:00 AM,11:00 PM,6:00 AM,11:00 PM,6:00 AM,11:00 PM,6:00 AM,11:00 PM,,-114.074,50.9612,,,,,,,,,,2013-10-31 00:19:06 +0530,2013-10-31 00:19:06 +0530
7020 4th Street NW,Calgary,Loblaws,,,,,,403-516-8519,AB,,,,Grocery,,http://www.loblaws.ca/en_CA.html,6:00 AM,11:00 PM,6:00 AM,11:00 PM,6:00 AM,11:00 PM,6:00 AM,11:00 PM,6:00 AM,11:00 PM,6:00 AM,11:00 PM,6:00 AM,11:00 PM,,-114.07,51.1162,,,,,,,,,,2013-10-31 00:19:14 +0530,2013-10-31 00:19:14 +0530
251 Powder Drive,Fort McMurray,Loblaws,,,,,,780-788-1400,AB,,,,Grocery,,http://www.loblaws.ca/en_CA.html,8:00 AM,11:00 PM,8:00 AM,11:00 PM,8:00 AM,11:00 PM,8:00 AM,11:00 PM,8:00 AM,11:00 PM,8:00 AM,11:00 PM,8:00 AM,11:00 PM,,-111.464,56.7542,,,,,,,,,,2013-10-31 00:19:20 +0530,2013-10-31 00:19:20 +0530
9 Haineault Street,Fort McMurray,Loblaws,,,,,,780-790-3827,AB,,,,Grocery,,http://www.loblaws.ca/en_CA.html,6:00 AM,11:00 PM,6:00 AM,11:00 PM,6:00 AM,11:00 PM,6:00 AM,11:00 PM,6:00 AM,11:00 PM,6:00 AM,11:00 PM,6:00 AM,11:00 PM,,-111.376,56.7242,,,,,,,,,,2013-10-31 00:19:27 +0530,2013-10-31 00:19:27 +0530
"800, Henri-Bourassa Ouest",Montrï¿½al,Loblaws,,,,,,514-856-3444,QC,,,,Grocery,,http://www.loblaws.ca/en_CA.html,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,,-73.6754,45.5414,,,,,,,,,,2013-10-31 00:19:34 +0530,2013-10-31 00:19:34 +0530
"1201, boul. Duplessis",Ancienne-Lorette,Loblaws,,,,,,418-872-2400,QC,,,,Grocery,,http://www.loblaws.ca/en_CA.html,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,,-71.3502,46.7864,,,,,,,,,,2013-10-31 00:19:41 +0530,2013-10-31 00:19:41 +0530
"2925, Rachel Est",Montrï¿½al,Loblaws,,,,,,514-522-4442,QC,,,,Grocery,,http://www.loblaws.ca/en_CA.html,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,,-73.5634,45.5438,,,,,,,,,,2013-10-31 00:19:47 +0530,2013-10-31 00:19:47 +0530
"375, Chemin Aylmer",Aylmer,Loblaws,,,,,,819-682-4433,QC,,,,Grocery,,http://www.loblaws.ca/en_CA.html,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,,-75.8239,45.3973,,,,,,,,,,2013-10-31 00:19:54 +0530,2013-10-31 00:19:54 +0530
"1575, avenue Panama",Brossard,Loblaws,,,,,,450-466-2828,QC,,,,Grocery,,http://www.loblaws.ca/en_CA.html,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,,-73.4732,45.4671,,,,,,,,,,2013-10-31 00:20:01 +0530,2013-10-31 00:20:01 +0530
"6600, St-Jacques Ouest",Montrï¿½al,Loblaws,,,,,,514-481-6959,QC,,,,Grocery,,http://www.loblaws.ca/en_CA.html,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,,-73.6237,45.4606,,,,,,,,,,2013-10-31 00:20:08 +0530,2013-10-31 00:20:08 +0530
"4545, boul. Henri-Bourassa",Charlesbourg,Loblaws,,,,,,418-622-7070,QC,,,,Grocery,,http://www.loblaws.ca/en_CA.html,8:00 AM,11:00 PM,8:00 AM,11:00 PM,8:00 AM,11:00 PM,8:00 AM,11:00 PM,8:00 AM,11:00 PM,8:00 AM,11:00 PM,8:00 AM,11:00 PM,,-71.2424,46.8479,,,,,,,,,,2013-10-31 00:20:15 +0530,2013-10-31 00:20:15 +0530
"1155, boul. Talbot",Chicoutimi,Loblaws,,,,,,418-690-0063,QC,,,,Grocery,,http://www.loblaws.ca/en_CA.html,8:00 AM,11:00 PM,8:00 AM,11:00 PM,8:00 AM,11:00 PM,8:00 AM,11:00 PM,8:00 AM,11:00 PM,8:00 AM,11:00 PM,8:00 AM,11:00 PM,,-71.0519,48.4095,,,,,,,,,,2013-10-31 00:20:23 +0530,2013-10-31 00:20:23 +0530
"1950, boul. De La Concorde Est",Laval,Loblaws,,,,,,450-629-8600,QC,,,,Grocery,,http://www.loblaws.ca/en_CA.html,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,,-73.6758,45.5802,,,,,,,,,,2013-10-31 00:20:30 +0530,2013-10-31 00:20:30 +0530
"1122, rue du Sud",Cowansville,Loblaws,,,,,,450-263-5439,QC,,,,Grocery,,http://www.loblaws.ca/en_CA.html,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,,-72.7503,45.1987,,,,,,,,,,2013-10-31 00:20:37 +0530,2013-10-31 00:20:37 +0530
"31, rue Georges-Gagnï¿½",Delson,Loblaws,,,,,,450-638-5041,QC,,,,Grocery,,http://www.loblaws.ca/en_CA.html,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,,-73.5505,45.3835,,,,,,,,,,2013-10-31 00:20:44 +0530,2013-10-31 00:20:44 +0530
"325, boul. St-Joseph",Drummondville,Loblaws,,,,,,819-475-4073,QC,,,,Grocery,,http://www.loblaws.ca/en_CA.html,8:00 AM,11:00 PM,8:00 AM,11:00 PM,8:00 AM,11:00 PM,8:00 AM,11:00 PM,8:00 AM,11:00 PM,8:00 AM,11:00 PM,8:00 AM,11:00 PM,,-72.5223,45.8967,,,,,,,,,,2013-10-31 00:20:50 +0530,2013-10-31 00:20:50 +0530
"800, Boul. Maloney Ouest",Gatineau,Loblaws,,,,,,819-561-9244,QC,,,,Grocery,,http://www.loblaws.ca/en_CA.html,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,,-75.6816,45.4801,,,,,,,,,,2013-10-31 00:20:57 +0530,2013-10-31 00:20:57 +0530
"80, rue St-Judes Nord",Granby,Loblaws,,,,,,450-777-2875,QC,,,,Grocery,,http://www.loblaws.ca/en_CA.html,7:00 AM,10:00 PM,7:00 AM,10:00 PM,7:00 AM,10:00 PM,7:00 AM,10:00 PM,7:00 AM,10:00 PM,7:00 AM,10:00 PM,7:00 AM,10:00 PM,,-72.7536,45.4187,,,,,,,,,,2013-10-31 00:21:04 +0530,2013-10-31 00:21:04 +0530
"1, Boul. Du Plateau",Hull,Loblaws,,,,,,819-777-2747,QC,,,,Grocery,,http://www.loblaws.ca/en_CA.html,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,,-75.7661,45.4352,,,,,,,,,,2013-10-31 00:21:11 +0530,2013-10-31 00:21:11 +0530
"375, Rue Jean-Talon Ouest",Montrï¿½al,Loblaws,,,,,,514-948-2600,QC,,,,Grocery,,http://www.loblaws.ca/en_CA.html,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,,-73.6229,45.5306,,,,,,,,,,2013-10-31 00:21:17 +0530,2013-10-31 00:21:17 +0530
"16900, aut. Transcanada",Kirkland,Loblaws,,,,,,514-426-3005,QC,,,,Grocery,,http://www.loblaws.ca/en_CA.html,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,,-73.8541,45.4526,,,,,,,,,,2013-10-31 00:21:24 +0530,2013-10-31 00:21:24 +0530
"6767, Boul. Newman",Lasalle,Loblaws,,,,,,514-364-7168,QC,,,,Grocery,,http://www.loblaws.ca/en_CA.html,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,,-73.6089,45.4501,,,,,,,,,,2013-10-31 00:21:31 +0530,2013-10-31 00:21:31 +0530
"3500, Boul. St-Martin Ouest",Laval,Loblaws,,,,,,450-688-2969,QC,,,,Grocery,,http://www.loblaws.ca/en_CA.html,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,,-73.751,45.5542,,,,,,,,,,2013-10-31 00:21:38 +0530,2013-10-31 00:21:38 +0530
"1150, rue King-George",Longueuil,Loblaws,,,,,,450-647-1717,QC,,,,Grocery,,http://www.loblaws.ca/en_CA.html,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,,-73.4678,45.5387,,,,,,,,,,2013-10-31 00:21:44 +0530,2013-10-31 00:21:44 +0530
"1350, rue Sherbrooke",Magog,Loblaws,,,,,,819-868-8630,QC,,,,Grocery,,http://www.loblaws.ca/en_CA.html,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,,-72.1334,45.2737,,,,,,,,,,2013-10-31 00:21:51 +0530,2013-10-31 00:21:51 +0530
"4849, Boul. St-Jean",Pierrefonds,Loblaws,,,,,,514-624-6369,QC,,,,Grocery,,http://www.loblaws.ca/en_CA.html,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,,-73.8499,45.4907,,,,,,,,,,2013-10-31 00:21:58 +0530,2013-10-31 00:21:58 +0530
"86, Boul. Brien",Repentigny,Loblaws,,,,,,450-581-8866,QC,,,,Grocery,,http://www.loblaws.ca/en_CA.html,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,,-73.454,45.7428,,,,,,,,,,2013-10-31 00:22:05 +0530,2013-10-31 00:22:05 +0530
"7605, Maurice Duplessis",Montrï¿½al,Loblaws,,,,,,514-494-1117,QC,,,,Grocery,,http://www.loblaws.ca/en_CA.html,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,,-73.5977,45.6277,,,,,,,,,,2013-10-31 00:22:11 +0530,2013-10-31 00:22:11 +0530
"4, 15ieme Rue",Rouyn-Noranda,Loblaws,,,,,,819-797-1723,QC,,,,Grocery,,http://www.loblaws.ca/en_CA.html,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,,-79.0318,48.2418,,,,,,,,,,2013-10-31 00:22:18 +0530,2013-10-31 00:22:18 +0530
"7600, Rue Sherbrooke Est",Montrï¿½al,Loblaws,,,,,,514-257-4511,QC,,,,Grocery,,http://www.loblaws.ca/en_CA.html,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,,-73.5373,45.5911,,,,,,,,,,2013-10-31 00:22:25 +0530,2013-10-31 00:22:25 +0530
"1402, rue Roberval",St-Bruno,Loblaws,,,,,,450-653-0433,QC,,,,Grocery,,http://www.loblaws.ca/en_CA.html,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,,-73.3445,45.5279,,,,,,,,,,2013-10-31 00:22:31 +0530,2013-10-31 00:22:31 +0530
"2000, rue Casavant Ouest",St-Hyacinthe,Loblaws,,,,,,450-771-6601,QC,,,,Grocery,,http://www.loblaws.ca/en_CA.html,7:00 AM,10:00 PM,7:00 AM,10:00 PM,7:00 AM,10:00 PM,7:00 AM,10:00 PM,7:00 AM,10:00 PM,7:00 AM,10:00 PM,7:00 AM,10:00 PM,,-72.9677,45.635,,,,,,,,,,2013-10-31 00:22:38 +0530,2013-10-31 00:22:38 +0530
"300, Avenue Ste-Croix",St-Laurent,Loblaws,,,,,,514-747-0606,QC,,,,Grocery,,http://www.loblaws.ca/en_CA.html,7:00 AM,10:00 PM,7:00 AM,10:00 PM,7:00 AM,10:00 PM,7:00 AM,10:00 PM,7:00 AM,10:00 PM,7:00 AM,10:00 PM,7:00 AM,10:00 PM,,-73.667,45.508,,,,,,,,,,2013-10-31 00:22:45 +0530,2013-10-31 00:22:45 +0530
"50, Rue St-Denis",St-Sauveur,Loblaws,,,,,,450-227-2827,QC,,,,Grocery,,http://www.loblaws.ca/en_CA.html,7:00 AM,11:00 PM,7:00 AM,11:00 PM,7:00 AM,11:00 PM,7:00 AM,11:00 PM,7:00 AM,11:00 PM,7:00 AM,11:00 PM,7:00 AM,11:00 PM,,-74.156,45.8909,,,,,,,,,,2013-10-31 00:22:52 +0530,2013-10-31 00:22:52 +0530
"3725, boul. des Forges",Trois-Riviï¿½res,Loblaws,,,,,,819-374-8980,QC,,,,Grocery,,http://www.loblaws.ca/en_CA.html,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,,-72.5835,46.3536,,,,,,,,,,2013-10-31 00:22:59 +0530,2013-10-31 00:22:59 +0530
"2332, boulevard Barrette",Val D`Or,Loblaws,,,,,,819-825-5000,QC,,,,Grocery,,http://www.loblaws.ca/en_CA.html,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,,-77.8231,48.0963,,,,,,,,,,2013-10-31 00:23:05 +0530,2013-10-31 00:23:05 +0530
"501, Boul. St-Charles",Vaudreuil,Loblaws,,,,,,450-455-6161,QC,,,,Grocery,,http://www.loblaws.ca/en_CA.html,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,,-74.031,45.4052,,,,,,,,,,2013-10-31 00:23:12 +0530,2013-10-31 00:23:12 +0530
"60, rue Carignan",Victoriaville,Loblaws,,,,,,819-752-4527,QC,,,,Grocery,,http://www.loblaws.ca/en_CA.html,8:00 AM,11:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,11:00 PM,8:00 AM,11:00 PM,,-71.9594,46.0532,,,,,,,,,,2013-10-31 00:23:19 +0530,2013-10-31 00:23:19 +0530
"845, Avenue Du Pont-Nord",Alma,Loblaws,,,,,,418-668-5215,QC,,,,Grocery,,http://www.loblaws.ca/en_CA.html,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,,-71.64,48.5653,,,,,,,,,,2013-10-31 00:23:25 +0530,2013-10-31 00:23:25 +0530
"1055, Avenue du Pont-Sud",Alma,Loblaws,,,,,,418-668-2205,QC,,,,Grocery,,http://www.loblaws.ca/en_CA.html,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,,-71.6469,48.5333,,,,,,,,,,2013-10-31 00:23:32 +0530,2013-10-31 00:23:32 +0530
"472, 4 ieme Rue Est",Amos,Loblaws,,,,,,819-732-2115,QC,,,,Grocery,,http://www.loblaws.ca/en_CA.html,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,,-78.1056,48.5709,,,,,,,,,,2013-10-31 00:23:39 +0530,2013-10-31 00:23:39 +0530
"33, boul. St-Benoit",Amqui,Loblaws,,,,,,418-629-4444,QC,,,,Grocery,,http://www.loblaws.ca/en_CA.html,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,,-67.4258,48.4644,,,,,,,,,,2013-10-31 00:23:46 +0530,2013-10-31 00:23:46 +0530
"7081, Newman",Lasalle,Loblaws,,,,,,514-364-1090,QC,,,,Grocery,,http://www.loblaws.ca/en_CA.html,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,,-73.6163,45.4488,,,,,,,,,,2013-10-31 00:23:53 +0530,2013-10-31 00:23:53 +0530
"205, 1iï¿½re Avenue",Asbestos,Loblaws,,,,,,819-879-5457,QC,,,,Grocery,,http://www.loblaws.ca/en_CA.html,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,,-71.938,45.7751,,,,,,,,,,2013-10-31 00:23:59 +0530,2013-10-31 00:23:59 +0530
"30, rue Racine",Baie St-Paul,Loblaws,,,,,,418-240-3510,QC,,,,Grocery,,http://www.loblaws.ca/en_CA.html,7:00 AM,10:00 PM,7:00 AM,10:00 PM,7:00 AM,10:00 PM,7:00 AM,10:00 PM,7:00 AM,10:00 PM,7:00 AM,10:00 PM,7:00 AM,10:00 PM,,-70.5097,47.4428,,,,,,,,,,2013-10-31 00:24:06 +0530,2013-10-31 00:24:06 +0530
"570, boul. Laflï¿½che",Baie-Comeau,Loblaws,,,,,,418-589-9020,QC,,,,Grocery,,http://www.loblaws.ca/en_CA.html,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,,-68.2582,49.203,,,,,,,,,,2013-10-31 00:24:13 +0530,2013-10-31 00:24:13 +0530
"699, rue Clï¿½menceau",Beauport,Loblaws,,,,,,418-666-0155,QC,,,,Grocery,,http://www.loblaws.ca/en_CA.html,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,,-71.2002,46.8742,,,,,,,,,,2013-10-31 00:24:20 +0530,2013-10-31 00:24:20 +0530
"175, Sir Wilfrid Laurier",Beloeil,Loblaws,,,,,,450-464-3514,QC,,,,Grocery,,http://www.loblaws.ca/en_CA.html,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,,-73.215,45.5513,,,,,,,,,,2013-10-31 00:24:27 +0530,2013-10-31 00:24:27 +0530
"1083, Curï¿½-Labelle",Blainville,Loblaws,,,,,,450-435-2489,QC,,,,Grocery,,http://www.loblaws.ca/en_CA.html,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,,-73.8861,45.6765,,,,,,,,,,2013-10-31 00:24:34 +0530,2013-10-31 00:24:34 +0530
"520, Fort St-Louis",Boucherville,Loblaws,,,,,,450-641-4985,QC,,,,Grocery,,http://www.loblaws.ca/en_CA.html,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,,-73.451,45.6091,,,,,,,,,,2013-10-31 00:24:40 +0530,2013-10-31 00:24:40 +0530
"7200, boul. Taschereau",Brossard,Loblaws,,,,,,450-672-3201,QC,,,,Grocery,,http://www.loblaws.ca/en_CA.html,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,,-73.4675,45.4606,,,,,,,,,,2013-10-31 00:24:47 +0530,2013-10-31 00:24:47 +0530
"130, Chemin Lepine",Gatineau,Loblaws,,,,,,819-281-5232,QC,,,,Grocery,,http://www.loblaws.ca/en_CA.html,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,,-75.4077,45.5738,,,,,,,,,,2013-10-31 00:24:54 +0530,2013-10-31 00:24:54 +0530
"320, rue Barkoff",Cap-de-la-Madeleine,Loblaws,,,,,,819-378-4932,QC,,,,Grocery,,http://www.loblaws.ca/en_CA.html,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,,-72.5579,46.3737,,,,,,,,,,2013-10-31 00:25:01 +0530,2013-10-31 00:25:01 +0530
"1601, boul. Pï¿½rigny",Chambly,Loblaws,,,,,,450-447-7500,QC,,,,Grocery,,http://www.loblaws.ca/en_CA.html,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,,-73.2852,45.4462,,,,,,,,,,2013-10-31 00:25:08 +0530,2013-10-31 00:25:08 +0530
"350, rue Bouvier",Quebec,Loblaws,,,,,,418-623-5475,QC,,,,Grocery,,http://www.loblaws.ca/en_CA.html,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,,-71.2713,46.8417,,,,,,,,,,2013-10-31 00:25:14 +0530,2013-10-31 00:25:14 +0530
1220 boul Louis-XIV,Charlesbourg,Loblaws,,,,,,418-628-7672,QC,,,,Grocery,,http://www.loblaws.ca/en_CA.html,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,,-71.2556,46.8703,,,,,,,,,,2013-10-31 00:25:21 +0530,2013-10-31 00:25:21 +0530
"114, Boul. St-Jean Baptiste",Chï¿½teauguay,Loblaws,,,,,,450-691-5100,QC,,,,Grocery,,http://www.loblaws.ca/en_CA.html,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,,-73.7155,45.3585,,,,,,,,,,2013-10-31 00:25:28 +0530,2013-10-31 00:25:28 +0530
