id,address,city,company_name,contact_name,employee,fax_number,gender,major_division_description,phone,state,sales,sic_2_code_description,sic_4_code,category,title,url,mon_from,mon_to,tue_from,tue_to,wed_from,wed_to,thu_from,thu_to,fri_from,fri_to,sat_from,sat_to,sun_from,sun_to,zip_code,longitude,latitude
8967,"Po box 68","Harvey-stn","Eclectic Ventures Ltd",,,,,"Retail Trade",,"NB",,"General Merchandise Stores","5331","Variety stores",,,,,,,,,,,,,,,,,"E0H1H0","-66.978280","45.676337"
8968,"15 boul st-pierre e","Caraquet","Ville De Caraquet-Musee","Graham Lablanc","3","5067262660",,"Services","5067262682","NB",,"Museums, Art Galleries and Botanical and Zoologic","8412","Museums and art galleries","Manager",,,,,,,,,,,,,,,,"E1W1B6","-64.940628","47.792458"
8969,"4107 rue principale","Tracadie-sheila","Sheila Dairy Bar Ltee","Allen Marley","20 to 49",,"M","Retail Trade","5063955539","NB","$1 to 2.5 million","Eating and Drinking Places","5812","Eating places","Owner","","7:00am","10:00pm","7:00am","10:00pm","7:00am","10:00pm","7:00am","10:00pm","7:00am","10:00pm","7:00am","11:00pm","7:00am","11:00pm","E1X1B8","-64.929453","47.489038"
8970,"25 boul st-pierre e","Caraquet","Melanson's Re-Upholstering",,"3",,,"Services","5068496721","NB",,"Membership Organizations","8611","Business associations",,,,,,,,,,,,,,,,,"E1W1B6","-64.940628","47.792458"
8971,"10529 route 144","Saint-andre","Blue Shies Charter Svc.","Anne Lebel","7","5066588824",,"Services","5068472147","NB",,"Membership Organizations","8611","Business associations","Executive Directors",,,,,,,,,,,,,,,,"E3Y3H8","-67.839755","47.092770"
8972,"1 irving blvd","Bouctouche","Irving Bouctouche Svc Station","Leon Casey","5 to 9",,"M","Services","5067438331","NB","$500,000 to $1 million","Automotive Repair, Services and Parking","7539","Automotive repair shops, nec","Owner",,,,,,,,,,,,,,,,"E4S3J3","-64.755386","46.458367"
8973,"74 ch canada","Edmundston","Madawaska Planning Commission","Maurice D'amours",,"5067352670",,"Services","5067352126","NB",,"Engineering, Accounting, Research, Management & R","8748","Business consulting, nec","Manager",,,,,,,,,,,,,,,,"E3V1V5","-68.346810","47.372680"
8974,"520 rollingdam rd","Rollingdam","Randy's Towing","Randy Gregory","1 to 4",,"M","Services","5064664746","NB","Less than $500,000","Automotive Repair, Services and Parking","7549","Automotive services, nec","Owner",,,,,,,,,,,,,,,,"E5A2T6","-67.090388","45.342442"
8975,"157 boul st-pierre e","Caraquet","Epicerie Blanchard Ltee","Roland Blanchard","10 to 19","5067276523","M","Retail Trade","5067276521","NB","$2.5 to 5 million","Food Stores","5411","Grocery stores","Owner",,,,,,,,,,,,,,,,"E1W1B1","-64.922085","47.793825"
8976,"Ch val d'amours","Campbellton","Carlton Cards","Carmen Frenett","1 to 4",,"F","Retail Trade","5067598181","NB","Less than $500,000","Miscellaneous Retail","5947","Gift, novelty, and souvenir shop","Manager",,,,,,,,,,,,,,,,"E3N3G7","-66.685168","47.999937"
8977,"63 tweedside rd","Harvey york co","K Moffitt & Sons","Keith Moffitt","3",,,"Services","5063665293","NB","500000","Business Services","7359","Equipment rental and leasing, nec","Owner",,,,,,,,,,,,,,,,"E6K2G9","-67.039682","45.688073"
8978,"1125 mountain rd","Moncton","Needs Convenience Store","Lou Gorman","10 to 19",,"M","Retail Trade","5068585585","NB","$1 to 2.5 million","General Merchandise Stores","5331","Variety stores","Owner",,,,,,,,,,,,,,,,"E1C2T4","-64.825959","46.107855"
8979,"408 king george hwy","Miramichi","Miramichi Mall","Clifford Chamberlin","1 to 4",,"M","Finance, Insurance, And Real Estate","5066223202","NB","$1 to 2.5 million","Real Estate","6512","Nonresidential building operators","Manager",,,,,,,,,,,,,,,,"E1V1L4","-65.571304","46.995995"
8980,"146 mount hebron rd","Mount hebron","Charlotte Ranch","Alfred Moeller","1 to 4","5064331817","M","Agriculture, Forestry, And Fishing","5064331817","NB","Less than $500,000","Agricultural Services","752","Animal specialty services","Owner",,,,,,,,,,,,,,,,"E4G1J4","-65.533052","45.821366"
8981,"134 main st","Sackville","Canadian Music Ctr Atlantic","Dana Smith","5 to 9",,"M","Manufacturing","5065364263","NB","$1 to 2.5 million","Printing, Publishing and Allied Industries","2741","Miscellaneous publishing","Owner",,,,,,,,,,,,,,,,"E4L1A6","-64.372209","45.901827"
8982,"782 boul everard h daigle","Grand-sault/grand fa","Gracien Rioux Construction","Gracien Rioux","5 to 9","5064731751","M","Construction","5064731851","NB","$1 to 2.5 million","Construction - Special Trade Contractors","1794","Excavation work","Owner",,,,,,,,,,,,,,,,"E3Z3C6","-67.760170","47.045195"
8983,"275 english dr","Moncton","Countertops Plus","Bevan Trites","1","5068569218",,"Retail Trade","5063885005","NB","1112000","Home Furniture, Furnishings and Equipment Stores","5712","Furniture stores","Owner",,,,,,,,,,,,,,,,"E1E3Y8","-64.842469","46.085636"
8984,"879 rue principale #1","Beresford","Atlantic Save Easy","John Aube","20 to 49","5065421119","M","Retail Trade","5065429100","NB","$2.5 to 5 million","Food Stores","5411","Grocery stores","Manager",,,,,,,,,,,,,,,,"E8K1R3","-65.703626","47.699440"
8985,"225 south napan rd","Napan","Napan Elementary School","Barb Hondas","5 to 9","5067786541","F","Services","5067786080","NB",,"Educational Services","8211","Elementary and secondary schools","Principal",,,,,,,,,,,,,,,,"E1N4W2","-65.523993","46.955401"
8986,"3536 rue principale","Tracadie-sheila","Look Ideal","Frank Benoit",,,,"Retail Trade","5063957007","NB",,"Apparel and Accessory Stores","5621","Women's clothing stores","Owner",,,,,,,,,,,,,,,,"E1X1C9","-64.910780","47.512806"
8987,"948 ch royal","Memramcook","Bsm Services","Michel Gaudet","50 to 99",,"M","Construction","5067581100","NB","$10 to 20 million","Construction - Special Trade Contractors","1711","Plumbing, heating, air-conditioning","Owner",,,,,,,,,,,,,,,,"E4K1Y8","-64.547426","45.985285"
8988,"100 rockland rd","Hartland","Motion Canada Inc","Murray Mac Donald","5 to 9","5063756879","M","Wholesale Trade","5063754441","NB","$5 to 10 million","Wholesale Trade - Durable Goods","5085","Industrial supplies","Manager",,,,,,,,,,,,,,,,"E7P1E3","-67.518962","46.303498"
8989,"229 route 365","Tilley road","Arthur Sivret & Fils Ltee","John Sivret","20 to 49","5063582140","M","Construction","5063582924","NB","$5 to 10 million","Building Cnstrctn - General Contractors & Operativ","1521","Single-family housing construction","Owner",,,,,,,,,,,,,,,,"E8M1N5","-65.050714","47.530420"
8990,"70 meadow dr","Darlings island","Eclipse Chemical Co Inc","Ivan Dzelme","1 to 4","5068320556","M","Wholesale Trade","5068320555","NB","$1 to 2.5 million","Wholesale Trade - Nondurable Goods","5169","Chemicals and allied products, nec","Manager",,,,,,,,,,,,,,,,"E5N6R3","-65.871296","45.505635"
8991,"643 prospect st","Fredericton","Super Suds Car Wash","Brian Allison","3",,,"Services","5064709274","NB","500000","Automotive Repair, Services and Parking","7542","Carwashes","Owner",,,,,,,,,,,,,,,,"E3B6B8","-66.682764","45.948244"
8992,"89 main st","Linton corner","Flowers By Design","Darren Mc Killop","1 to 4","5063569801","M","Retail Trade","5063562770","NB","Less than $500,000","Miscellaneous Retail","5992","Florists","Owner",,,,,,,,,,,,,,,,"E7G2H3","-67.408967","46.888652"
8993,"1143 ch tobique","Drummond","Bernard Ouellette Automobile","Bernard Ouellette","1 to 4",,"M","Retail Trade","5064732444","NB","$500,000 to $1 million","Automotive Dealers and Gasoline Service Stations","5511","New and used car dealers","Owner",,,,,,,,,,,,,,,,"E3Y2P7","-67.665598","47.027429"
8994,"233 archibald st","Moncton","Le Blanc, Michel Dc","Michel Le Blanc","1 to 4","5068556636","M","Services","5068556636","NB","Less than $500,000","Health Services","8041","Offices and clinics of chiropractors",,,,,,,,,,,,,,,,,"E1C5J8","-64.784260","46.093911"
8995,"477 paul st suite z18","Dieppe","Andrea Peters-Gallant","Andrea Peters-Gallant","3",,,"Retail Trade","5063893223","NB",,"Miscellaneous Retail","5999","Miscellaneous retail stores, nec","Manager",,,,,,,,,,,,,,,,"E1A4X5","-64.760701","46.098852"
8996,"20 rue du quai","Caraquet","Ichiboshi Lpc Ltee","M. Okada","750","5067271998",,"Manufacturing","5067270807","NB","300000000","Food and Kindred Products","2091","Canned and cured fish and seafoods","President",,,,,,,,,,,,,,,,"E1W1B6","-64.940628","47.792458"
8997,"545 route 616","Keswick ridge","T M Burpee Drilling Ltd","Terry Burpee","1 to 4","5063634116","M","Construction","5063634348","NB","$500,000 to $1 million","Construction - Special Trade Contractors","1781","Water well drilling","Owner",,,,,,,,,,,,,,,,"E6L1S4","-66.889050","46.008058"
8998,"211 parker rd","Scoudouc","Mac Gregor Sleep Products","Dale Black","100 to 249","5065328733","M","Retail Trade","5065323714","NB","$20 to 50 million","Home Furniture, Furnishings and Equipment Stores","5712","Furniture stores","Manager",,,,,,,,,,,,,,,,"E4P3P7","-64.571960","46.168530"
8999,"9 pit rd","Lower greenwich","Cook's Painting","David Cook","1 to 4",,"M","Construction","5067578873","NB","Less than $500,000","Construction - Special Trade Contractors","1721","Painting and paper hanging","Owner",,,,,,,,,,,,,,,,"E5K4K5","-66.178055","45.433683"
9000,"188 main st","Bathurst","Laurentienne Vie",,,,,"Finance, Insurance, And Real Estate","5065488880","NB",,"Depository Institutions","6021","National commercial banks",,,,,,,,,,,,,,,,,"E2A1A4","-65.650405","47.619682"
9001,"Rr 5","Perth andover","Mr Lewis E Sullivan",,,,,"Manufacturing",,"NB",,"Lumber and Wood Products, Except Furniture","2411","Logging",,,,,,,,,,,,,,,,,"E0J1V0","-67.706191","46.728672"
9002,"4524 route 11","Tabusintac","St Andrew's United Church",,"3",,,"Services","5067794659","NB",,"Membership Organizations","8661","Religious organizations",,,,,,,,,,,,,,,,,"E9H1J4","-65.008816","47.334938"
9003,"2 ch saint-lazare","Sainte-marie-de-kent","Le Blanc Magasin General","Flo Le Blanc","1 to 4",,"F","Retail Trade","5069553716","NB","$500,000 to $1 million","Food Stores","5411","Grocery stores","Owner",,,,,,,,,,,,,,,,"E4S2K4","-64.881368","46.428460"
9004,"1061 route 103","Upper woodstock","F & P Cards & Collectables Inc","Fred Phillips","1 to 4","5063288184","M","Retail Trade","5063289754","NB","Less than $500,000","Miscellaneous Retail","5942","Book stores","Owner",,,,,,,,,,,,,,,,"E7M3C4","-67.573779","46.172168"
9005,"400 main st","Saint john","Holiday Inn Express Hotel","Michael Moore","35","5066581529",,"Services","5066422622","NB","3500000","Hotels, Rooming Houses, Camps, and Other Lodging","7011","Hotels and motels","Manager",,,,,,,,,,,,,,,,"E2K1J4","-66.078350","45.275118"
9006,"122 houlton rd","Woodstock","Prm Full Svc Car Wash","Peter Martin","1 to 4",,"M","Services","5063259597","NB","Less than $500,000","Automotive Repair, Services and Parking","7542","Carwashes","Owner",,,,,,,,,,,,,,,,"E7M1Y8","-67.583581","46.142380"
9007,"5936 route 15","Shemogue","Donelle Boat Builder Ltd","Leandre Donelle","10 to 19","5065774423","M","Manufacturing","5065774203","NB","$2.5 to 5 million","Transportation Equipment","3732","Boatbuilding and repairing","President",,,,,,,,,,,,,,,,"E4N2P9","-64.561716","46.217394"
9008,"42 rue de l'etang","Lameque","Christian Larocque Service",,,,,"Transportation, Communications, Electric, Gas, An",,"NB",,"Motor Freight Transportation","4213","Trucking, except local",,,,,,,,,,,,,,,,,"E8T1C1","-64.634300","47.809034"
9009,"451 milltown blvd","St stephen","Fitness Unlimited Inc.",,,,,"Services",,"NB",,"Amusement and Recreation Services","7997","Membership sports and recreation clubs",,,,,,,,,,,,,,,,,"E3L1J9","-67.296349","45.175292"
9010,"860 main st suite 604","Moncton","Adelaide Capital Corporation",,,,,"Finance, Insurance, And Real Estate",,"NB",,"Real Estate","6531","Real estate agents and managers",,,,,,,,,,,,,,,,,"E1C1G2","-64.779089","46.088184"
9011,"165 massey ave","Moncton","Federation Des Etudiants","Eric Larocque","7",,,"Services","5068584484","NB",,"Membership Organizations","8611","Business associations","Executive Directors",,,,,,,,,,,,,,,,"E1A3E9","-64.781805","46.102759"
9012,"2307 route 102","Lincoln","Jerry's Auto Sales Ltd","Michael Hewitson","1 to 4",,"M","Retail Trade","5064589709","NB","$1 to 2.5 million","Automotive Dealers and Gasoline Service Stations","5511","New and used car dealers","Owner",,,,,,,,,,,,,,,,"E3B8N6","-66.531810","45.875440"
9013,"4 dutch point rd","Hampton","Hampton Soccer Club","Eamon Clarke","1 to 4",,"M","Services","5068322255","NB",,"Membership Organizations","8641","Civic and social associations","Executive Director",,,,,,,,,,,,,,,,,\N,\N
9014,"7 main st","Sackville","Different Drummer","Richard Hanrahan","1 to 4","5065368116","M","Services","5065361291","NB","Less than $500,000","Hotels, Rooming Houses, Camps, and Other Lodging","7011","Hotels and motels","Owner",,,,,,,,,,,,,,,,"E4L4A4","-64.371589","45.891945"
9015,"30 irving blvd #300","Bouctouche","Gallant, Denise Md","Denise Gallant","1 to 4",,"F","Services","5067438522","NB","$1 to 2.5 million","Health Services","8011","Offices and clinics of medical doctors",,,,,,,,,,,,,,,,,"E4S3L2","-64.733700","46.466844"
9016,"1363 route 133","Grand-barachois","Caisses Populaires-Westmorland","Renald Durepos","10 to 19","5065323007","M","Finance, Insurance, And Real Estate","5065326614","NB","$2.5 to 5 million","Depository Institutions","6061","Federal credit unions","Manager",,,,,,,,,,,,,,,,"E4P8C8","-64.418110","46.224847"
9017,"131 rue pleasant","Grand falls","Canadian Mental Health Assn.","Danielle D'amours","15",,,"Services","5064752415","NB","1500000","Health Services","8063","Psychiatric hospitals","Manager",,,,,,,,,,,,,,,,"E3Z1G1","-67.742241","47.044692"
9018,"405 ch saint-charles sud","Saint-charles","Entreprises St-Charles Ltee","Donald Gallant","3",,,"Construction","5068762481","NB","1500000","Construction - Special Trade Contractors","1711","Plumbing, heating, air-conditioning","Owner",,,,,,,,,,,,,,,,"E4W4V6","-64.939134","46.697092"
9019,"131 broadway st","Woodstock","Jazz Sports & Promotional Wear","Dayna Hanson","1 to 4","5063284507","F","Services","5063252433","NB","Less than $500,000","Business Services","7389","Business services, nec","Owner",,,,,,,,,,,,,,,,"E7M1B5","-67.583001","46.142214"
9020,"14-900 hanwell rd","Fredericton","Curves For Women",,,"5064552879",,"Services","5064552878","NB",,"Personal Services","7299","Miscellaneous personal service",,,,,,,,,,,,,,,,,"E3B6A2","-66.685981","45.952503"
9021,"1289 route 110","Royalton","Last Stop Hair Shop","Sylvia Tompkins","1 to 4",,"F","Services","5062769103","NB","Less than $500,000","Personal Services","7231","Beauty shops","Owner",,,,,,,,,,,,,,,,"E7K2E6","-67.760332","46.448040"
9022,"13 snow goose dr","Lincoln","Heating Pros. & Ventilation Ltd.","Tom Beno","3",,,"Construction","5064469190","NB","500000","Construction - Special Trade Contractors","1711","Plumbing, heating, air-conditioning","Owner",,,,,,,,,,,,,,,,"E3B7E9","-66.544556","45.884586"
9023,"Rr 2480 box 235","Saint-quentin","Jcs Transportation Ltee","Jean-Yves St-Pierre","1 to 4","5062843157","M","Transportation, Communications, Electric, Gas, An","5062352051","NB","Less than $500,000","Motor Freight Transportation","4213","Trucking, except local","Owner",,,,,,,,,,,,,,,,,\N,\N
9024,"944 prospect st","Fredericton","Ledgers Professional Bookkeep","Phil Pike","1 to 4",,"M","Services","5064545334","NB","Less than $500,000","Social Services","8322","Individual and family services","Manager",,,,,,,,,,,,,,,,"E3B2T8","-66.673116","45.943922"
9025,"St george blvd","Moncton","Thyssen Dover Elevator",,,"5068592430",,"Manufacturing","5068553357","NB",,"Industrial and Commercial Machinery and Computer E","3534","Elevators and moving stairways",,,,,,,,,,,,,,,,,"E1E2B9","-64.796007","46.088379"
9026,"Cp 358","Petit rocher","Magasin H.P.Hache Ltee",,,,,"Retail Trade",,"NB",,"Food Stores","5411","Grocery stores",,,,,,,,,,,,,,,,,"E0B2E0","-65.745978","47.751299"
9027,"1590 mountain rd","Moncton","D & D Moving","Mike Lang","7","5066494554",,"Retail Trade","5067832211","NB","500000","Eating and Drinking Places","5812","Eating places","Owner",,,,,,,,,,,,,,,,"E1G1A4","-64.840316","46.117131"
9028,"125 whiting rd","Fredericton","Gerrard-Ovalstrapping","Lyman Biggar","10 to 19","5064598916","M","Wholesale Trade","5064598898","NB","$5 to 10 million","Wholesale Trade - Durable Goods","5085","Industrial supplies","Manager",,,,,,,,,,,,,,,,"E3B5Y5","-66.620156","45.914730"
9029,"2113 route 790","Chance harbour","Harbour Convenience","Tammy Myshrall","3",,,"Retail Trade","5066592425","NB","1500000","Food Stores","5411","Grocery stores","Owner",,,,,,,,,,,,,,,,"E5J2A4","-66.357643","45.125907"
9030,"999 route 425","Whitney","Town & Country Furniture Ltd","Bob Urquhart","1 to 4",,"M","Retail Trade","5066221939","NB","Less than $500,000","Home Furniture, Furnishings and Equipment Stores","5712","Furniture stores","Owner",,,,,,,,,,,,,,,,"E1V4K2","-65.701413","46.973680"
9031,"Po box 20055 rpo king's p","Fredericton","Cause Canada Atlantic","Jon Weaver",,,,"Services","5064722873","NB",,"Membership Organizations","8699","Membership organizations, nec","Manager",,,,,,,,,,,,,,,,"E3BY8",\N,\N
9032,"767 rue principale","Eel river crossing","Canada Post","Monique Ob",,,,"Transportation, Communications, Electric, Gas, An","5065422100","NB",,"Motor Freight Transportation","4215","Courier services, except by air","Manager",,,,,,,,,,,,,,,,"E8E1S8","-66.414588","47.998608"
9033,"739 frampton lane","Moncton","Avalon Terrace Bed & Breakfast","Charlene Robinson","1 to 4",,"F","Services","5068546494","NB","Less than $500,000","Hotels, Rooming Houses, Camps, and Other Lodging","7011","Hotels and motels","Owner",,,,,,,,,,,,,,,,"E1G1S1","-64.841651","46.123413"
9034,"50 route 172","Upper letang","Ccm Enterprises","Christopher Wright","3",,,"Services","5067556930","NB","500000","Automotive Repair, Services and Parking","7538","General automotive repair shops","Owner",,,,,,,,,,,,,,,,"E5C2C8","-66.787319","45.130037"
9035,"75 bridge st","Chipman","Chipman Sawmill","Pierre Belanger","20 to 49","5063396672","M","Manufacturing","5063391011","NB","$5 to 10 million","Lumber and Wood Products, Except Furniture","2421","Sawmills and planing mills, general","Owner",,,,,,,,,,,,,,,,"E4A1R8","-65.884626","46.180336"
9036,"25 trinity dr","Moncton","Costco Pharmacy","William Hau","7","5068544735",,"Retail Trade","5068556449","NB","1500000","General Merchandise Stores","5311","Department stores","Manager",,,,,,,,,,,,,,,,"E1G2J7","-64.830928","46.116106"
9037,"60 route 420","South esk","L'il Country Angels Custom","Melanie Mac Callum","1 to 4",,"F","Services","5066228231","NB","Less than $500,000","Business Services","7389","Business services, nec","Owner",,,,,,,,,,,,,,,,"E1V4R2","-65.602858","46.961916"
9038,"39 rue industrial","Dieppe","Number One Machining Ltd.","Craig Beal","18","5068542499",,"Manufacturing","5068542464","NB","3955000","Industrial and Commercial Machinery and Computer E","3599","Industrial machinery, nec","Owner",,,,,,,,,,,,,,,,"E1A2B9","-64.728666","46.100729"
9039,"819 water st","Miramichi","Arnold Ramsay Well Drilling","Arnold Ramsay","1 to 4",,"M","Construction","5066220134","NB","Less than $500,000","Construction - Special Trade Contractors","1781","Water well drilling","Owner",,,,,,,,,,,,,,,,"E1N4C1","-65.528993","47.011646"
9040,"214 rue canada","Saint-quentin","Nicole Fleuriste","Michelle Castonguay","1 to 4",,"F","Retail Trade","5062352148","NB","Less than $500,000","Miscellaneous Retail","5992","Florists","Owner",,,,,,,,,,,,,,,,"E8A1H2","-67.392234","47.512691"
9041,"7379 route 17","Kedgwick ouest","Clotures St-Pierre Ltee","Jacques St-Pierre","20 to 49","5062843022","M","Wholesale Trade","5062843036","NB","$10 to 20 million","Wholesale Trade - Durable Goods","5039","Construction materials, nec","Owner",,,,,,,,,,,,,,,,"E8B1W4","-67.372162","47.618729"
9042,"139 floral ave","Sussex","Ccor Crew","Robert Smith","15",,,"Wholesale Trade","5064324678","NB","7500000","Wholesale Trade - Nondurable Goods","5191","Farm supplies","Owner",,,,,,,,,,,,,,,,"E4E1L5","-65.523237","45.721475"
9043,"25 savoie ave","Atholville","Drugstore Pharmacy","Robert Mcinnis","75","5067897576",,"Retail Trade","5067897564","NB","15000000","Miscellaneous Retail","5912","Drug stores and proprietary stores","Manager",,,,,,,,,,,,,,,,"E3N4A8","-66.704888","47.991989"
9044,"29c prince william st","Campbellton","Shamrock Submarine Inc",,,,,"Retail Trade",,"NB",,"Eating and Drinking Places","5812","Eating places",,,,,,,,,,,,,,,,,"E3N1X5","-66.666339","48.007137"
9045,"243 st. marys st","Fredericton","Pizza Delight","Thelma Stewart","20 to 49","5064507892","F","Retail Trade","5064591707","NB","$1 to 2.5 million","Eating and Drinking Places","5812","Eating places","Owner",,,,,,,,,,,,,,,,"E3A2S5","-66.633366","45.981115"
9046,"1077 rue du parc","Paquetville","Delice Du Parc Ltee",,"10 to 19",,,"Retail Trade","5067643388","NB","$500,000 to $1 million","Eating and Drinking Places","5812","Eating places",,,,,,,,,,,,,,,,,"E8R1J3","-65.105486","47.662459"
9047,"26 taylor ave","Saint john","Century Taxi","Lisa Gill","100 to 249","5066525239","F","Transportation, Communications, Electric, Gas, An","5066966969","NB","$10 to 20 million","Local, Suburban Transit & Interurbn Hgwy Passenge","4121","Taxicabs","Manager",,,,,,,,,,,,,,,,"E2K3E6","-66.075798","45.288327"
9048,"231 pleasant st","Miramichi","Ladies Designer Fitness","Dion Peterson","1 to 4",,"M","Services","5066222878","NB","Less than $500,000","Personal Services","7299","Miscellaneous personal service","Owner",,,,,,,,,,,,,,,,"E1V1Y6","-65.567550","46.999219"
9049,"1407 dakmore terr","Moncton","Unique Enterprises",,,,,"Construction",,"NB",,"Building Cnstrctn - General Contractors & Operativ","1522","Residential construction, nec",,,,,,,,,,,,,,,,,"E1G1X2","-64.861524","46.122227"
9050,"9 champlain st","Dieppe","Danielle Flower Shop","Danileele Jones","1 to 4",,"F","Retail Trade","5063827673","NB","Less than $500,000","Miscellaneous Retail","5992","Florists","Owner",,,,,,,,,,,,,,,,"E1A1N4","-64.761834","46.093049"
9051,"261 jacques","Bathurst","Courtage A-G Inc",,"1 to 4",,,"Finance, Insurance, And Real Estate","5065463677","NB","$500,000 to $1 million","Insurance Agents, Brokers and Service","6411","Insurance agents, brokers, and service",,,,,,,,,,,,,,,,,,\N,\N
9052,"140-342 main st","Shediac","Canada Post","Rosemary Leblanc",,,,"Transportation, Communications, Electric, Gas, An","5065323111","NB",,"United States Postal Service","4311","U.s. postal service","Manager",,,,,,,,,,,,,,,,"E4P2E7","-64.543733","46.219277"
9053,"477 paul st #d3","Dieppe","Bata Shoe Stores","Frank Boyle","5 to 9",,"M","Retail Trade","5068547052","NB","$1 to 2.5 million","Apparel and Accessory Stores","5661","Shoe stores","Manager",,,,,,,,,,,,,,,,"E1A4X5","-64.760701","46.098852"
9054,"C/o doug sutherland","Douglas","Fundy Production Associates",,,,,"Services",,"NB",,"Motion Pictures","7819","Services allied to motion pictures",,,,,,,,,,,,,,,,,"E3B4X5","-66.755559","45.760954"
9055,"30 dewar st","Saint john","Doctor Video","Jan Stephenson","1 to 4",,"M","Retail Trade","5066529979","NB","Less than $500,000","Home Furniture, Furnishings and Equipment Stores","5731","Radio, television, and electronic stores","Owner",,,,,,,,,,,,,,,,"E2P1B1","-65.999992","45.250801"
9056,"156 rue du pecheur n","Lameque","Au P'tit Mousse","Cedard Noel","10 to 19","5063447440","M","Retail Trade","5063448005","NB","$500,000 to $1 million","Eating and Drinking Places","5812","Eating places","Owner",,,,,,,,,,,,,,,,"E8T1J9","-64.635237","47.805673"
9057,"770 main st #6011","Moncton","Pachal, Ron","Ron Pachal","1 to 4",,"M","Services","5068545263","NB","Less than $500,000","Legal Services","8111","Legal services",,,,,,,,,,,,,,,,,"E1C1E7","-64.778093","46.088395"
9058,"274 route 124","Norton","Norton Elem.","Kelly Green-Fillmore","15",,,"Services","5068393000","NB",,"Educational Services","8211","Elementary and secondary schools","Principal",,,,,,,,,,,,,,,,"E5T1B6","-65.718070","45.656320"
9059,"26 ambleside dr","Douglas","Cinderella Renovations",,"3",,,"Construction","5064574118","NB","1500000","Building Cnstrctn - General Contractors & Operativ","1521","Single-family housing construction",,,,,,,,,,,,,,,,,"E3A7V9","-66.749918","45.985518"
9060,"678 charlotte st","Fredericton","Amulet Consulting","Gwen Mckay","1 to 4","5064519022","F","Services","5064519021","NB","$500,000 to $1 million","Engineering, Accounting, Research, Management & R","8742","Management consulting services","President",,,,,,,,,,,,,,,,"E3B1M3","-66.640563","45.956755"
9061,"440 king st #624","Fredericton","Cgu Elite Insurance Co","Darlene Price","1 to 4",,"F","Finance, Insurance, And Real Estate","5064588578","NB","$500,000 to $1 million","Insurance Agents, Brokers and Service","6411","Insurance agents, brokers, and service","Manager",,,,,,,,,,,,,,,,"E3B5H8","-66.646701","45.957934"
9062,"155 coughlan st","Miramichi","Eastwood Cabinets Ltd.","Brent Sullivan","3",,,"Services","5065327980","NB","500000","Business Services","7349","Building maintenance services, nec","President",,,,,,,,,,,,,,,,"E1N5X6","-65.535043","46.990764"
9063,"13 saint-phillippe rd","Saint-philippe","A & A Auto","Arch Cormier","1 to 4",,"M","Retail Trade","5063828815","NB","$500,000 to $1 million","Automotive Dealers and Gasoline Service Stations","5511","New and used car dealers","Owner",,,,,,,,,,,,,,,,"E1H1S8","-64.669386","46.212616"
9064,"33 winter st","Sussex","057931 Nb Inc",,,,,"Services",,"NB",,"Business Services","7379","Computer related services, nec",,,,,,,,,,,,,,,,,"E0A2H0","-65.136286","46.038871"
9065,"495 des pionniers ave","Balmoral","Conrad Mc Intyre Garage","Conrad Mc Intyre","5 to 9","5068263760","M","Services","5068262633","NB","$500,000 to $1 million","Automotive Repair, Services and Parking","7538","General automotive repair shops","Owner",,,,,,,,,,,,,,,,"E8E1B2","-66.399888","47.984571"
9066,"35 stinson dr","Saint john","Hostess Frito-Lay Co","Kent Mc Kinney",,"5066740924",,"Manufacturing","5066740923","NB","9395000","Food and Kindred Products","2096","Potato chips and similar snacks","Manager",,,,,,,,,,,,,,,,"E2M7E3","-66.169464","45.210431"
9067,"950 springhill rd","Fredericton","Vagrant Web Svc.","Carter Mclaughlin","3",,,"Services","5064559321","NB","750000","Business Services","7373","Computer integrated systems design","Owner",,,,,,,,,,,,,,,,"E3C1R5","-66.740830","45.964455"
9068,"147 westmorland st","Fredericton","St John River",,"1 to 4",,,"Services","5064508709","NB",,"Membership Organizations","8611","Business associations",,,,,,,,,,,,,,,,,"E3B3L4","-66.646587","45.962506"
9069,"120 chapel st","Woodstock","St James United Church","Fred Snyder","5 to 9","5063249349","M","Services","5063286114","NB",,"Membership Organizations","8661","Religious organizations","Religious Leader",,,,,,,,,,,,,,,,"E7M1H1","-67.580881","46.153085"
9070,"123 main st","Fredericton","Transformations","Michele Mac Gregor","5 to 9",,"F","Services","5064588100","NB","Less than $500,000","Personal Services","7231","Beauty shops","Owner",,,,,,,,,,,,,,,,"E3A1C6","-66.654874","45.978863"
9071,"84 seaman st","Moncton","Central Recording & Trnscrbng","Gloria Goulding","3",,,"Services","5063877552","NB","500000","Business Services","7338","Secretarial and court reporting","Owner",,,,,,,,,,,,,,,,"E1A4B6","-64.770788","46.114538"
9072,"1 market sq","Saint john","Boiler Works","Glen Hussey","15",,,"Retail Trade","5066933663","NB","750000","Eating and Drinking Places","5812","Eating places","Owner",,,,,,,,,,,,,,,,"E2L4Z6","-66.066342","45.259799"
9073,"3512 rue principale","Tracadie-sheila","Home Hardware Stores","Paul Lebreton","10 to 19","5063950122","M","Retail Trade","5063950120","NB","$2.5 to 5 million","Building Matrials, Hrdwr, Garden Supply & Mobile","5251","Hardware stores","Manager",,,,,,,,,,,,,,,,"E1X1C9","-64.910780","47.512806"
